,X,Y,Z,id,nugget
0,0.0,0.0,-20.999999999999993,50612130,1e-05
1,20.0,0.0,-5.376333402835556,50612130,1e-05
2,30.0,0.0,-1.0,50612130,1e-05
3,0.0,0.0,-39.0,83681532,1e-05
4,20.0,0.0,-25.371025452196093,83681532,1e-05
5,40.0,0.0,-15.999999999999993,83681532,1e-05
6,0.0,0.0,-61.0,14290714,1e-05
7,20.0,0.0,-48.989764173811466,14290714,1e-05
8,60.0,0.0,-27.0,14290714,1e-05
9,0.0,0.0,-72.0,41753657,1e-05
10,30.0,0.0,-55.5,41753657,1e-05
11,60.0,0.0,-39.0,41753657,1e-05
12,20.0,0.0,-68.68449890264829,49942366,1e-05
13,60.0,0.0,-52.0,49942366,1e-05
14,70.0,0.0,-77.0,51283800,1e-05
15,80.0,0.0,-71.0,51283800,1e-05
