
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.48      0.02      0.48      0.45      0.52      3.30      2.07
cov_eigen_values_1[1]      0.08      0.01      0.08      0.06      0.10     11.32      1.00
cov_eigen_values_1[2]      0.06      0.01      0.06      0.04      0.08      4.45      1.01
cov_eigen_values_1[3]      0.04      0.01      0.03      0.03      0.05     11.40      1.10
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03     41.49      1.02
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     28.78      1.04
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     38.30      1.02
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    114.80      0.99
cov_eigen_values_2[0]      0.54      0.05      0.55      0.45      0.60      4.82      1.15
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.08     13.70      1.01
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.08     18.32      1.04
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.07     10.37      1.08
cov_eigen_values_2[4]      0.05      0.00      0.05      0.04      0.05     21.68      1.02
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    270.65      0.99
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    120.72      1.01
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04     28.45      1.08
cov_eigen_values_3[0]      0.30      0.02      0.30      0.27      0.32     16.20      1.09
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.15      8.59      1.43
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00     96.53      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    174.81      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     16.32      1.00
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.06     18.21      1.04
cov_eigen_values_3[6]      0.06      0.01      0.06      0.06      0.07     13.01      1.01
cov_eigen_values_3[7]      0.06      0.00      0.06      0.05      0.06     28.82      1.02
cov_eigen_values_4[0]      0.21      0.01      0.21      0.19      0.24      6.09      1.02
cov_eigen_values_4[1]      0.08      0.01      0.08      0.07      0.09      8.03      1.02
cov_eigen_values_4[2]      0.05      0.01      0.05      0.04      0.06     18.16      0.99
cov_eigen_values_4[3]      0.04      0.00      0.04      0.03      0.05     19.03      1.00
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03     32.49      0.99
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    142.72      1.01
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02     47.56      1.00
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    218.44      0.99
cov_eigen_values_5[0]      0.47      0.03      0.48      0.41      0.52      4.28      1.30
cov_eigen_values_5[1]      0.08      0.02      0.09      0.05      0.11      2.80      2.13
cov_eigen_values_5[2]      0.07      0.01      0.06      0.04      0.08      6.86      1.21
cov_eigen_values_5[3]      0.03      0.01      0.04      0.03      0.04     35.31      1.00
cov_eigen_values_5[4]      0.03      0.00      0.02      0.02      0.03     23.55      1.05
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02     40.31      1.09
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.01     34.43      0.99
cov_eigen_values_5[7]     -0.00      0.00     -0.00     -0.00      0.00    130.26      1.00
cov_eigen_values_6[0]      0.15      0.02      0.15      0.13      0.18      5.60      1.15
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.04     22.73      1.02
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03     73.89      1.05
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02     52.01      1.00
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    133.87      0.99
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00     57.63      1.04
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00    131.94      0.99
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    145.91      0.99
       mean_data_1[0]      3.74      0.03      3.74      3.71      3.78      2.57      2.84
       mean_data_1[1]      0.46      0.01      0.46      0.44      0.46      6.96      1.11
       mean_data_1[2]     -0.38      0.01     -0.39     -0.40     -0.37      4.86      1.17
       mean_data_1[3]      0.14      0.01      0.15      0.13      0.15     14.43      1.04
       mean_data_1[4]     -0.05      0.01     -0.05     -0.06     -0.02      4.73      1.54
       mean_data_1[5]     -0.08      0.01     -0.08     -0.09     -0.07     18.31      1.02
       mean_data_1[6]      0.07      0.00      0.07      0.06      0.07     15.37      1.22
       mean_data_1[7]     -0.01      0.01     -0.01     -0.02     -0.00      6.71      1.28
       mean_data_2[0]      1.05      0.02      1.05      1.02      1.08      3.50      1.90
       mean_data_2[1]      0.56      0.00      0.56      0.55      0.56     23.49      1.00
       mean_data_2[2]     -0.53      0.01     -0.53     -0.54     -0.52      3.68      1.62
       mean_data_2[3]     -0.00      0.01     -0.00     -0.01      0.01      6.46      1.25
       mean_data_2[4]      0.05      0.01      0.05      0.04      0.06      9.74      1.13
       mean_data_2[5]      0.04      0.01      0.04      0.02      0.05      5.63      1.39
       mean_data_2[6]     -0.02      0.01     -0.02     -0.03     -0.01     14.15      1.01
       mean_data_2[7]      0.01      0.01      0.01      0.00      0.03     20.33      1.03
       mean_data_3[0]     -3.92      0.01     -3.93     -3.93     -3.92     32.38      0.99
       mean_data_3[1]     -0.45      0.00     -0.45     -0.45     -0.44     24.46      1.01
       mean_data_3[2]      0.10      0.00      0.10      0.09      0.10      9.55      1.06
       mean_data_3[3]      0.02      0.01      0.02      0.00      0.04      4.22      1.22
       mean_data_3[4]      0.04      0.01      0.04      0.02      0.06     11.06      0.99
       mean_data_3[5]     -0.01      0.00     -0.01     -0.01      0.00     16.09      0.99
       mean_data_3[6]      0.01      0.00      0.01     -0.00      0.01     19.75      1.00
       mean_data_3[7]     -0.00      0.01     -0.00     -0.01      0.01     26.52      1.00
       mean_data_4[0]     -2.68      0.03     -2.68     -2.71     -2.63      3.95      1.41
       mean_data_4[1]     -0.02      0.01     -0.02     -0.04     -0.01      4.24      1.23
