
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.45      0.09      0.42      0.32      0.60      7.48      1.28
cov_eigen_values_1[1]      0.08      0.02      0.08      0.06      0.11     37.37      1.03
cov_eigen_values_1[2]      0.05      0.01      0.05      0.03      0.06     42.68      1.00
cov_eigen_values_1[3]      0.04      0.01      0.04      0.02      0.05    111.42      0.99
cov_eigen_values_1[4]      0.02      0.00      0.02      0.01      0.03    161.95      1.01
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     73.71      1.00
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     95.65      0.99
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01     87.42      1.02
cov_eigen_values_2[0]      0.55      0.05      0.54      0.47      0.62      7.24      1.16
cov_eigen_values_2[1]      0.07      0.01      0.07      0.05      0.09     48.48      0.99
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.08     90.34      1.00
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     88.45      1.01
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06    144.21      0.99
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    201.95      1.00
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    194.79      0.99
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04    351.47      1.00
cov_eigen_values_3[0]      0.33      0.02      0.32      0.29      0.36     19.77      1.00
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.16     52.40      1.01
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.01     69.54      1.01
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    134.28      0.99
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.09    117.87      0.99
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.06    205.68      0.99
cov_eigen_values_3[6]      0.06      0.01      0.06      0.06      0.07     96.83      0.99
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07    186.62      0.99
cov_eigen_values_4[0]      0.20      0.02      0.20      0.16      0.24     26.76      1.03
cov_eigen_values_4[1]      0.08      0.01      0.08      0.06      0.10    119.49      1.00
cov_eigen_values_4[2]      0.06      0.01      0.05      0.04      0.07     62.55      1.00
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05    167.83      1.01
cov_eigen_values_4[4]      0.03      0.00      0.02      0.02      0.03    180.44      1.00
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    104.25      1.01
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    125.33      0.99
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01     92.38      1.00
cov_eigen_values_5[0]      0.49      0.06      0.47      0.41      0.61      7.16      1.02
cov_eigen_values_5[1]      0.07      0.01      0.07      0.05      0.10     43.43      1.01
cov_eigen_values_5[2]      0.07      0.01      0.07      0.05      0.09     34.56      1.10
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     70.77      1.00
cov_eigen_values_5[4]      0.03      0.00      0.02      0.02      0.03    186.88      0.99
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02    116.17      1.00
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00     73.02      0.99
cov_eigen_values_5[7]      0.00      0.00      0.00     -0.00      0.00    217.16      1.00
cov_eigen_values_6[0]      0.14      0.02      0.14      0.11      0.16     20.57      1.02
cov_eigen_values_6[1]      0.04      0.00      0.04      0.03      0.04    318.48      0.99
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03    281.25      0.99
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02    172.88      0.99
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.01    102.40      1.00
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00    127.34      1.00
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00     55.79      1.01
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    129.16      1.00
       mean_data_1[0]      3.73      0.03      3.73      3.69      3.77     14.80      1.05
       mean_data_1[1]      0.46      0.01      0.46      0.45      0.47     30.02      1.00
       mean_data_1[2]     -0.38      0.01     -0.38     -0.40     -0.36     22.99      1.05
       mean_data_1[3]      0.14      0.01      0.14      0.12      0.15     20.94      1.01
       mean_data_1[4]     -0.03      0.01     -0.03     -0.04     -0.01     40.65      0.99
       mean_data_1[5]     -0.08      0.01     -0.08     -0.09     -0.07     58.21      0.99
       mean_data_1[6]      0.06      0.01      0.06      0.06      0.07     88.89      1.02
       mean_data_1[7]     -0.02      0.01     -0.02     -0.03     -0.01     36.80      1.01
       mean_data_2[0]      1.05      0.02      1.05      1.01      1.09     26.51      1.09
       mean_data_2[1]      0.56      0.01      0.56      0.55      0.56     64.19      1.02
       mean_data_2[2]     -0.53      0.01     -0.53     -0.54     -0.51     51.82      1.00
       mean_data_2[3]      0.00      0.01      0.00     -0.01      0.01     73.44      1.00
       mean_data_2[4]      0.05      0.01      0.05      0.03      0.06     57.68      1.02
       mean_data_2[5]      0.04      0.01      0.04      0.03      0.06     34.12      1.00
       mean_data_2[6]     -0.02      0.01     -0.02     -0.03     -0.01     74.30      1.02
