
                         mean       std    median      5.0%     95.0%     n_eff     r_hat
     mean_data_1[0]      1.80      0.03      1.80      1.76      1.85     13.49      1.02
     mean_data_1[1]      3.60      0.03      3.61      3.55      3.66     35.39      1.02
     mean_data_1[2]     -0.07      0.04     -0.07     -0.14     -0.02     32.43      1.01
     mean_data_1[3]     -0.01      0.02     -0.01     -0.04      0.03     15.01      1.11
     mean_data_1[4]     -0.00      0.02     -0.00     -0.03      0.04     47.28      0.99
     mean_data_1[5]      0.01      0.03      0.00     -0.05      0.06     32.78      1.00
     mean_data_1[6]      0.01      0.03      0.01     -0.03      0.05     11.23      1.03
     mean_data_1[7]      0.02      0.03      0.02     -0.03      0.06     32.91      1.07
     mean_data_2[0]      4.01      0.02      4.01      3.97      4.05     22.09      1.05
     mean_data_2[1]     -2.70      0.04     -2.70     -2.76     -2.65     34.57      1.02
     mean_data_2[2]     -0.05      0.03     -0.06     -0.09      0.00     16.73      1.02
     mean_data_2[3]      0.08      0.04      0.08      0.03      0.16     16.49      1.08
     mean_data_2[4]     -0.02      0.02     -0.02     -0.05      0.03     36.81      1.00
     mean_data_2[5]      0.00      0.02      0.00     -0.03      0.02     37.60      0.99
     mean_data_2[6]     -0.01      0.03     -0.01     -0.06      0.04     37.64      1.03
     mean_data_2[7]     -0.00      0.03     -0.00     -0.07      0.04     15.77      1.08
     mean_data_3[0]     -2.11      0.03     -2.12     -2.16     -2.06     11.79      1.04
     mean_data_3[1]     -0.53      0.03     -0.52     -0.57     -0.48     15.13      1.02
     mean_data_3[2]      0.04      0.03      0.04      0.00      0.09     29.45      1.04
     mean_data_3[3]     -0.02      0.02     -0.02     -0.05      0.01     35.28      1.06
     mean_data_3[4]      0.00      0.02      0.00     -0.03      0.05     41.36      1.00
     mean_data_3[5]      0.01      0.02      0.02     -0.03      0.05     32.03      1.00
     mean_data_3[6]     -0.01      0.03     -0.02     -0.05      0.03     11.15      1.18
     mean_data_3[7]      0.00      0.03      0.00     -0.05      0.05     30.99      1.01
               mu_1      0.02      0.00      0.02      0.02      0.03     48.56      1.03
               mu_2      0.01      0.00      0.01      0.01      0.02     20.86      1.04
 upper_tri_cov_1[0]     -0.25      0.08     -0.27     -0.35     -0.10     36.77      0.99
 upper_tri_cov_1[1]     -0.06      0.09     -0.08     -0.18      0.10     36.58      1.00
 upper_tri_cov_1[2]      0.07      0.08      0.06     -0.04      0.22     11.19      1.15
 upper_tri_cov_1[3]      0.01      0.10      0.00     -0.18      0.16     23.11      1.04
 upper_tri_cov_1[4]      0.07      0.12      0.04     -0.07      0.32     11.76      1.02
 upper_tri_cov_1[5]      0.08      0.08      0.11     -0.06      0.19     28.50      1.09
 upper_tri_cov_1[6]      0.01      0.12      0.01     -0.10      0.25     21.48      1.03
 upper_tri_cov_1[7]      0.01      0.09     -0.00     -0.12      0.15     27.78      1.09
 upper_tri_cov_1[8]     -0.19      0.12     -0.16     -0.36     -0.01     18.31      1.13
 upper_tri_cov_1[9]      0.06      0.07      0.06     -0.03      0.16      9.37      1.37
upper_tri_cov_1[10]     -0.04      0.06     -0.05     -0.13      0.05     34.05      1.11
upper_tri_cov_1[11]     -0.04      0.10     -0.05     -0.19      0.10      8.41      1.22
upper_tri_cov_1[12]     -0.05      0.09     -0.07     -0.17      0.12     13.51      1.14
upper_tri_cov_1[13]      0.00      0.08      0.01     -0.12      0.11     28.84      1.01
upper_tri_cov_1[14]     -0.02      0.11      0.03     -0.23      0.10     19.14      1.05
upper_tri_cov_1[15]      0.52      0.08      0.53      0.42      0.67     22.62      1.05
upper_tri_cov_1[16]      0.03      0.07      0.03     -0.09      0.14     19.97      1.03
upper_tri_cov_1[17]     -0.03      0.06     -0.03     -0.15      0.05     32.28      1.02
upper_tri_cov_1[18]     -0.02      0.07     -0.04     -0.13      0.08     39.92      1.01
upper_tri_cov_1[19]     -0.01      0.07     -0.02     -0.11      0.14     28.14      1.00
upper_tri_cov_1[20]     -0.00      0.05      0.00     -0.10      0.05     59.72      1.01
upper_tri_cov_1[21]     -0.21      0.09     -0.21     -0.35     -0.08     12.95      1.15
upper_tri_cov_1[22]     -0.01      0.07     -0.02     -0.09      0.09     20.02      1.14
upper_tri_cov_1[23]     -0.03      0.10     -0.04     -0.14      0.11     28.57      1.01
upper_tri_cov_1[24]     -0.03      0.06     -0.02     -0.15      0.06     34.25      1.01
upper_tri_cov_1[25]      0.07      0.08      0.08     -0.07      0.14     39.41      1.07
upper_tri_cov_1[26]     -0.21      0.07     -0.21     -0.31     -0.12     48.01      1.01
upper_tri_cov_1[27]      0.00      0.11     -0.04     -0.14      0.19     12.04      1.22
upper_tri_cov_1[28]      0.10      0.08      0.11     -0.02      0.20     18.30      1.07
upper_tri_cov_1[29]     -0.00      0.11     -0.01     -0.17      0.16     15.97      1.00
upper_tri_cov_1[30]     -0.29      0.09     -0.29     -0.42     -0.13     18.61      1.10
upper_tri_cov_1[31]      0.07      0.07      0.09     -0.08      0.16     19.55      1.03
upper_tri_cov_1[32]      0.02      0.11      0.03     -0.19      0.16     17.55      1.08
upper_tri_cov_1[33]     -0.15      0.10     -0.12     -0.30     -0.02     12.95      1.09
upper_tri_cov_1[34]      0.03      0.11      0.05     -0.18      0.18     32.08      1.00
upper_tri_cov_1[35]     -0.27      0.09     -0.25     -0.41     -0.10     33.61      1.01
 upper_tri_cov_2[0]     -0.14      0.08     -0.14     -0.26     -0.02     58.48      1.07
 upper_tri_cov_2[1]      0.07      0.10      0.10     -0.08      0.21     14.75      1.10
 upper_tri_cov_2[2]     -0.00      0.08     -0.02     -0.15      0.12     45.31      1.02
 upper_tri_cov_2[3]     -0.12      0.08     -0.13     -0.24      0.01     24.94      1.00
 upper_tri_cov_2[4]     -0.04      0.11     -0.01     -0.17      0.16     18.35      1.00
 upper_tri_cov_2[5]      0.00      0.09     -0.03     -0.13      0.11     31.52      0.99
 upper_tri_cov_2[6]     -0.04      0.08     -0.04     -0.19      0.07     30.85      1.01
 upper_tri_cov_2[7]     -0.07      0.12     -0.10     -0.27      0.11     23.64      1.01
 upper_tri_cov_2[8]     -0.19      0.08     -0.19     -0.29     -0.06     22.15      1.01
 upper_tri_cov_2[9]      0.03      0.11      0.04     -0.18      0.21     24.23      1.00
upper_tri_cov_2[10]      0.04      0.05      0.04     -0.03      0.12     15.54      1.01
upper_tri_cov_2[11]      0.15      0.08      0.17      0.02      0.24     28.59      1.15
upper_tri_cov_2[12]     -0.03      0.09     -0.08     -0.13      0.14     42.29      1.10
upper_tri_cov_2[13]     -0.06      0.09     -0.10     -0.17      0.07     41.87      1.02
upper_tri_cov_2[14]     -0.01      0.06     -0.01     -0.07      0.10     53.73      1.00
upper_tri_cov_2[15]     -0.20      0.11     -0.15     -0.34     -0.04     36.61      1.06
upper_tri_cov_2[16]      0.02      0.10      0.02     -0.12      0.18     21.37      1.05
upper_tri_cov_2[17]      0.05      0.09      0.08     -0.15      0.15     33.44      1.03
upper_tri_cov_2[18]      0.02      0.10      0.01     -0.12      0.19     19.50      1.09
upper_tri_cov_2[19]      0.02      0.08      0.02     -0.08      0.19     15.10      1.10
upper_tri_cov_2[20]      0.01      0.09      0.03     -0.12      0.18     41.32      1.02
upper_tri_cov_2[21]      0.01      0.09      0.02     -0.21      0.10     28.46      1.20
upper_tri_cov_2[22]      0.18      0.07      0.21      0.06      0.26     35.91      1.10
upper_tri_cov_2[23]     -0.15      0.10     -0.15     -0.25      0.09     29.05      1.03
upper_tri_cov_2[24]      0.03      0.08      0.02     -0.11      0.15     33.68      1.02
upper_tri_cov_2[25]     -0.07      0.10     -0.08     -0.16      0.16     23.08      1.00
upper_tri_cov_2[26]     -0.06      0.05     -0.05     -0.14      0.02     31.14      1.00
upper_tri_cov_2[27]      0.01      0.06     -0.00     -0.06      0.15     45.10      1.00
upper_tri_cov_2[28]     -0.07      0.09     -0.07     -0.19      0.04     22.07      1.02
upper_tri_cov_2[29]     -0.03      0.10     -0.02     -0.14      0.17     27.06      1.10
upper_tri_cov_2[30]     -0.16      0.09     -0.15     -0.27      0.02     29.00      1.00
upper_tri_cov_2[31]     -0.09      0.11     -0.09     -0.24      0.07      9.17      1.24
upper_tri_cov_2[32]      0.06      0.07      0.05     -0.03      0.17     31.24      1.01
upper_tri_cov_2[33]     -0.17      0.09     -0.14     -0.31     -0.03     27.14      1.01
upper_tri_cov_2[34]      0.04      0.08      0.02     -0.02      0.22     40.05      1.00
upper_tri_cov_2[35]     -0.15      0.11     -0.13     -0.30      0.02     14.51      1.02
 upper_tri_cov_3[0]     -0.68      0.10     -0.71     -0.83     -0.51     34.09      0.99
 upper_tri_cov_3[1]      0.02      0.08      0.04     -0.10      0.10     22.27      1.01
 upper_tri_cov_3[2]     -0.02      0.10     -0.05     -0.20      0.13     23.43      1.00
 upper_tri_cov_3[3]     -0.11      0.06     -0.12     -0.20      0.01      8.26      1.30
 upper_tri_cov_3[4]      0.04      0.08      0.05     -0.05      0.19     17.13      1.00
 upper_tri_cov_3[5]     -0.02      0.08     -0.02     -0.14      0.07     21.13      1.05
 upper_tri_cov_3[6]      0.00      0.10     -0.00     -0.20      0.11     14.13      1.00
 upper_tri_cov_3[7]      0.01      0.10      0.03     -0.16      0.12     18.83      1.04
 upper_tri_cov_3[8]     -0.61      0.12     -0.61     -0.73     -0.37     45.02      1.00
 upper_tri_cov_3[9]     -0.01      0.08     -0.00     -0.16      0.08     31.26      1.03
upper_tri_cov_3[10]      0.03      0.06      0.03     -0.05      0.15     27.64      1.19
upper_tri_cov_3[11]     -0.06      0.09     -0.05     -0.19      0.09     39.18      1.03
upper_tri_cov_3[12]      0.03      0.09      0.04     -0.12      0.15     18.09      1.06
upper_tri_cov_3[13]     -0.05      0.09     -0.09     -0.21      0.08     24.12      1.15
upper_tri_cov_3[14]      0.01      0.10      0.01     -0.11      0.17     28.02      1.02
upper_tri_cov_3[15]     -0.65      0.10     -0.64     -0.78     -0.49     17.46      1.04
upper_tri_cov_3[16]     -0.15      0.10     -0.17     -0.28     -0.01     11.97      1.20
