
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.45      0.07      0.44      0.34      0.56      6.51      1.35
cov_eigen_values_1[1]      0.08      0.01      0.08      0.06      0.10     50.91      1.01
cov_eigen_values_1[2]      0.05      0.01      0.05      0.03      0.06     48.15      0.99
cov_eigen_values_1[3]      0.04      0.01      0.04      0.03      0.05     63.46      1.02
cov_eigen_values_1[4]      0.02      0.01      0.02      0.01      0.03     42.87      1.01
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     57.93      0.99
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02    107.17      1.01
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01     94.69      1.04
cov_eigen_values_2[0]      0.59      0.07      0.59      0.46      0.69      4.88      1.33
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.08    105.65      1.01
cov_eigen_values_2[2]      0.07      0.01      0.07      0.05      0.08    107.93      1.01
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06    129.93      1.01
cov_eigen_values_2[4]      0.05      0.01      0.05      0.04      0.06    115.76      1.00
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01    115.97      0.99
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    107.27      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.02      0.04    116.47      0.99
cov_eigen_values_3[0]      0.32      0.03      0.32      0.27      0.37     10.28      1.10
cov_eigen_values_3[1]      0.14      0.01      0.14      0.11      0.16     57.90      1.00
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    105.89      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    143.35      1.00
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08    106.29      1.00
cov_eigen_values_3[5]      0.05      0.01      0.05      0.04      0.06    110.72      1.01
cov_eigen_values_3[6]      0.06      0.01      0.06      0.05      0.07    227.95      1.01
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07    150.80      1.00
cov_eigen_values_4[0]      0.20      0.02      0.20      0.17      0.24     23.81      1.01
cov_eigen_values_4[1]      0.09      0.01      0.09      0.07      0.11     20.82      1.03
cov_eigen_values_4[2]      0.06      0.01      0.06      0.04      0.07    109.70      1.01
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05    171.38      0.99
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03    186.22      0.99
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    125.28      0.99
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02    150.56      1.00
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01     94.22      0.99
cov_eigen_values_5[0]      0.56      0.08      0.55      0.43      0.67     12.86      1.03
cov_eigen_values_5[1]      0.08      0.02      0.07      0.06      0.10     19.01      1.07
cov_eigen_values_5[2]      0.06      0.01      0.06      0.05      0.08     99.31      1.00
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     62.15      0.99
cov_eigen_values_5[4]      0.03      0.01      0.02      0.02      0.03     47.44      1.06
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.01     61.31      1.02
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00     65.74      1.02
cov_eigen_values_5[7]      0.00      0.00      0.00     -0.00      0.00    165.13      1.00
cov_eigen_values_6[0]      0.14      0.02      0.13      0.12      0.18     22.22      0.99
cov_eigen_values_6[1]      0.04      0.01      0.04      0.03      0.05    215.79      1.00
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03    114.75      0.99
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02    153.14      0.99
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.02     79.32      1.00
cov_eigen_values_6[5]      0.00      0.00      0.00      0.00      0.00    109.01      1.01
cov_eigen_values_6[6]      0.00      0.00      0.00      0.00      0.00     94.77      1.01
cov_eigen_values_6[7]      0.00      0.00      0.00      0.00      0.00    104.43      1.00
       mean_data_1[0]      3.72      0.06      3.73      3.63      3.81      6.34      1.33
       mean_data_1[1]      0.46      0.01      0.46      0.45      0.48      9.42      1.18
       mean_data_1[2]     -0.38      0.02     -0.38     -0.41     -0.36     13.67      1.09
       mean_data_1[3]      0.13      0.01      0.13      0.11      0.15     27.23      1.00
       mean_data_1[4]     -0.03      0.01     -0.03     -0.05     -0.01     31.34      1.01
       mean_data_1[5]     -0.08      0.01     -0.08     -0.10     -0.07     63.26      1.00
