
                           mean       std    median      5.0%     95.0%     n_eff     r_hat
cov_eigen_values_1[0]      0.44      0.03      0.44      0.39      0.48      2.59      2.79
cov_eigen_values_1[1]      0.08      0.01      0.08      0.06      0.10      8.82      0.99
cov_eigen_values_1[2]      0.06      0.01      0.06      0.04      0.07     18.02      1.03
cov_eigen_values_1[3]      0.03      0.01      0.03      0.02      0.04     35.43      0.99
cov_eigen_values_1[4]      0.02      0.00      0.02      0.02      0.03     54.68      0.99
cov_eigen_values_1[5]      0.00      0.00      0.00      0.00      0.00     74.48      1.01
cov_eigen_values_1[6]      0.02      0.00      0.02      0.01      0.02     62.09      1.00
cov_eigen_values_1[7]      0.01      0.00      0.01      0.01      0.01    123.13      1.00
cov_eigen_values_2[0]      0.56      0.02      0.55      0.53      0.59      4.28      1.45
cov_eigen_values_2[1]      0.07      0.01      0.07      0.06      0.09     14.45      1.05
cov_eigen_values_2[2]      0.07      0.01      0.07      0.06      0.08     29.02      0.99
cov_eigen_values_2[3]      0.05      0.01      0.05      0.04      0.06     31.02      1.03
cov_eigen_values_2[4]      0.05      0.00      0.05      0.04      0.06     54.08      0.99
cov_eigen_values_2[5]      0.01      0.00      0.01      0.01      0.01     90.91      0.99
cov_eigen_values_2[6]      0.02      0.00      0.02      0.02      0.02    164.38      1.00
cov_eigen_values_2[7]      0.03      0.00      0.03      0.03      0.04     51.60      1.01
cov_eigen_values_3[0]      0.30      0.02      0.30      0.27      0.33      9.33      1.09
cov_eigen_values_3[1]      0.14      0.01      0.14      0.12      0.15     19.23      1.00
cov_eigen_values_3[2]      0.00      0.00      0.00      0.00      0.00    117.26      0.99
cov_eigen_values_3[3]      0.02      0.00      0.02      0.02      0.02    138.14      1.01
cov_eigen_values_3[4]      0.07      0.01      0.07      0.06      0.08     36.68      1.02
cov_eigen_values_3[5]      0.05      0.00      0.05      0.04      0.05     49.13      1.00
cov_eigen_values_3[6]      0.07      0.01      0.07      0.05      0.08     18.27      1.02
cov_eigen_values_3[7]      0.06      0.01      0.06      0.05      0.07     29.41      1.13
cov_eigen_values_4[0]      0.20      0.01      0.20      0.18      0.22     30.52      1.00
cov_eigen_values_4[1]      0.08      0.01      0.08      0.07      0.10     16.44      1.02
cov_eigen_values_4[2]      0.06      0.01      0.06      0.05      0.07     31.07      1.00
cov_eigen_values_4[3]      0.04      0.01      0.04      0.03      0.05     40.15      0.99
cov_eigen_values_4[4]      0.02      0.00      0.02      0.02      0.03     78.05      1.00
cov_eigen_values_4[5]      0.00      0.00      0.00      0.00      0.00    108.15      0.99
cov_eigen_values_4[6]      0.02      0.00      0.02      0.01      0.02     93.25      1.03
cov_eigen_values_4[7]      0.01      0.00      0.01      0.01      0.01    118.42      0.99
cov_eigen_values_5[0]      0.54      0.03      0.54      0.48      0.57      9.13      1.06
cov_eigen_values_5[1]      0.07      0.01      0.06      0.05      0.09     11.06      1.00
cov_eigen_values_5[2]      0.06      0.01      0.06      0.05      0.08     16.14      1.00
cov_eigen_values_5[3]      0.04      0.01      0.04      0.03      0.05     29.79      1.00
cov_eigen_values_5[4]      0.03      0.01      0.02      0.02      0.03     42.46      1.00
cov_eigen_values_5[5]      0.01      0.00      0.01      0.01      0.02    104.15      0.99
cov_eigen_values_5[6]      0.00      0.00      0.00      0.00      0.00     58.75      1.00
cov_eigen_values_5[7]     -0.00      0.00     -0.00     -0.00      0.00    127.39      0.99
cov_eigen_values_6[0]      0.13      0.01      0.13      0.11      0.15     10.96      1.09
cov_eigen_values_6[1]      0.04      0.01      0.04      0.03      0.05     11.37      1.11
cov_eigen_values_6[2]      0.02      0.00      0.02      0.02      0.03     44.35      1.03
cov_eigen_values_6[3]      0.02      0.00      0.02      0.01      0.02     99.30      0.99
cov_eigen_values_6[4]      0.01      0.00      0.01      0.01      0.02    187.36      1.00
