,X,Y,Z,id,nugget
0,0.0,0.0,-20.999999999999993,25146373,1e-05
1,20.0,0.0,-10.78883076413031,25146373,1e-05
2,30.0,0.0,-1.0,25146373,1e-05
3,0.0,0.0,-39.0,56661917,1e-05
4,20.0,0.0,-15.70553785128051,56661917,1e-05
5,40.0,0.0,-15.999999999999993,56661917,1e-05
6,0.0,0.0,-61.0,76474071,1e-05
7,20.0,0.0,-50.31165236004152,76474071,1e-05
8,60.0,0.0,-27.0,76474071,1e-05
9,0.0,0.0,-72.0,27336281,1e-05
10,30.0,0.0,-55.5,27336281,1e-05
11,60.0,0.0,-39.0,27336281,1e-05
12,20.0,0.0,-75.72744610027296,4258772,1e-05
13,60.0,0.0,-52.0,4258772,1e-05
14,70.0,0.0,-77.0,54233087,1e-05
15,80.0,0.0,-71.0,54233087,1e-05
