
                   mean       std    median      5.0%     95.0%     n_eff     r_hat
mean_data1[0]     -3.84      0.05     -3.84     -3.91     -3.79      4.27      2.46
mean_data1[1]      0.43      0.01      0.42      0.41      0.44      6.70      1.88
mean_data1[2]      0.40      0.01      0.40      0.38      0.42      4.07      1.81
mean_data1[3]     -0.15      0.01     -0.15     -0.16     -0.13      6.45      1.46
mean_data1[4]     -0.04      0.01     -0.04     -0.05     -0.03      5.65      1.49
mean_data1[5]      0.02      0.01      0.02      0.00      0.03     10.09      1.48
mean_data1[6]     -0.11      0.00     -0.11     -0.11     -0.10     18.08      1.21
mean_data1[7]     -0.00      0.00     -0.00     -0.01      0.00     30.06      1.17
mean_data2[0]      0.73      0.10      0.70      0.63      0.88      2.93      3.86
mean_data2[1]      1.48      0.01      1.48      1.47      1.49     13.08      1.43
mean_data2[2]     -1.02      0.02     -1.01     -1.06     -1.00      3.08      4.02
mean_data2[3]      0.01      0.01      0.01     -0.00      0.02      6.57      1.52
mean_data2[4]     -0.00      0.02     -0.00     -0.03      0.03      4.00      2.12
mean_data2[5]      0.00      0.01     -0.00     -0.02      0.02      5.14      1.77
mean_data2[6]      0.01      0.01      0.01      0.00      0.02      3.45      2.33
mean_data2[7]      0.00      0.01      0.00     -0.01      0.02      9.43      1.34
mean_data3[0]      3.90      0.02      3.90      3.88      3.94      3.61      2.07
mean_data3[1]     -0.44      0.01     -0.44     -0.45     -0.43      4.01      1.86
mean_data3[2]     -0.10      0.01     -0.10     -0.11     -0.09      4.20      1.79
mean_data3[3]     -0.02      0.02     -0.02     -0.06      0.01      3.11      3.00
mean_data3[4]      0.03      0.01      0.03      0.01      0.04      6.77      1.47
mean_data3[5]      0.00      0.01      0.00     -0.01      0.01     18.97      1.28
mean_data3[6]     -0.01      0.00     -0.01     -0.01     -0.00      9.83      1.29
mean_data3[7]     -0.01      0.01     -0.01     -0.02      0.00     13.04      1.34
mean_data4[0]     -1.12      0.07     -1.13     -1.21     -0.96      6.08      2.16
mean_data4[1]      0.54      0.00      0.54      0.53      0.55     14.44      1.39
mean_data4[2]      0.54      0.01      0.54      0.53      0.55     23.18      1.32
mean_data4[3]     -0.01      0.01     -0.01     -0.02      0.01      9.23      1.60
mean_data4[4]      0.05      0.01      0.05      0.04      0.06     29.55      1.22
mean_data4[5]     -0.01      0.01     -0.01     -0.03      0.00     12.11      1.68
mean_data4[6]      0.05      0.01      0.05      0.04      0.06     18.42      1.38
mean_data4[7]     -0.01      0.01     -0.00     -0.02      0.00     13.83      1.34
mean_data5[0]      2.71      0.02      2.72      2.69      2.74      5.84      1.67
mean_data5[1]     -0.04      0.01     -0.04     -0.05     -0.03      7.18      1.66
mean_data5[2]      0.20      0.01      0.20      0.19      0.21     11.72      1.61
mean_data5[3]      0.10      0.01      0.10      0.09      0.11     19.26      1.25
mean_data5[4]     -0.10      0.01     -0.10     -0.11     -0.09     10.82      1.31
mean_data5[5]      0.00      0.01      0.00     -0.01      0.02     10.92      1.41
mean_data5[6]      0.01      0.00      0.01      0.00      0.02     19.27      1.49
mean_data5[7]      0.02      0.01      0.02      0.01      0.03     40.07      1.18
mean_data6[0]     -6.87      0.00     -6.87     -6.88     -6.87     20.87      1.30
mean_data6[1]     -0.65      0.01     -0.65     -0.66     -0.64     33.64      1.21
mean_data6[2]     -0.31      0.01     -0.31     -0.32     -0.30     32.56      1.21
mean_data6[3]      0.04      0.00      0.04      0.04      0.05     30.46      1.20
mean_data6[4]     -0.00      0.00     -0.00     -0.01      0.00     20.41      1.22
mean_data6[5]     -0.00      0.00     -0.00     -0.01      0.01     27.99      1.23
mean_data6[6]      0.01      0.00      0.01      0.01      0.02     27.44      1.23
mean_data6[7]      0.00      0.00      0.00     -0.00      0.01     34.29      1.16
         mu_1      3.37      0.19      3.25      3.18      3.60      2.51     28.12
         mu_2      2.62      0.22      2.64      2.23      2.86      2.52     15.68
         mu_3      1.82      0.13      1.77      1.71      2.08      2.53     13.68
         mu_4     -0.31      0.15     -0.40     -0.40     -0.05      5.53      3.08

Number of divergences: 2499
